rank,datetime,story,url,index,pos,neg,neu,comp,source
7,21:27.7,Russia-Ukraine war live: Belarus claims to have detained sabotage group who targeted Russian planes near Minsk,https://www.theguardian.com/world/live/2023/mar/07/russia-ukraine-war-live-news-russian-invasion-zelenskiy-vows-to-defend-bakhmut-latest-update,6,0.043,0.1,0.857,-0.9985,Guardian
8,21:27.7,"Laura Bates: ‘For teenage girls, escaping harassment, revenge porn and deepfake porn is impossible’",https://www.theguardian.com/society/2023/mar/07/laura-bates-for-teenage-girls-escaping-harassment-revenge-porn-and-deepfake-porn-is-impossible,7,0.077,0.121,0.802,-0.9992,Guardian
9,21:27.7,David Squires on … Liverpool 7-0 Manchester United,https://www.theguardian.com/football/ng-interactive/2023/mar/07/david-squires-on-liverpool-7-0-manchester-united,8,0,0,0,0,Guardian
10,21:27.7,Uefa to refund Liverpool fans for tickets after Champions League final chaos,https://www.theguardian.com/football/2023/mar/07/uefa-to-refund-liverpool-fans-for-tickets-after-champions-league-final-chaos,9,0.088,0.081,0.831,-0.2323,Guardian
1,46:38.1,Covid booster jab to be offered this spring,https://www.bbc.co.uk/news/health-64876657,0,0.08,0.095,0.825,-0.7713,BBC
2,46:38.1,Olivia cried 'I'm scared' before being shot - court,https://www.bbc.co.uk/news/uk-england-merseyside-64873789,1,0.033,0.102,0.865,-0.9982,BBC
3,46:38.1,Ukraine hunts killers of unarmed smoking soldier,https://www.bbc.co.uk/news/world-europe-64872623,2,0.067,0.195,0.738,-0.9985,BBC
4,46:38.1,Snow blankets parts of the UK as cold snap starts,https://www.bbc.co.uk/news/uk-64875441,3,0.032,0.085,0.884,-0.9627,BBC
5,46:38.1,"Two dead, two alive after US kidnapping in Mexico",https://www.bbc.co.uk/news/world-latin-america-64878721,4,0.054,0.055,0.892,0.1331,BBC
6,46:38.1,EU body opposes plans for nearby 'erotic centre',https://www.bbc.co.uk/news/world-europe-64880267,5,0.068,0.103,0.828,-0.9029,BBC
7,46:38.1,"Boy, 11, dies in flat fire in east London",https://www.bbc.co.uk/news/uk-england-london-64878858,6,0.029,0.145,0.826,-0.9788,BBC
8,46:38.1,Mum angry over delay in finding crash victims,https://www.bbc.co.uk/news/uk-wales-64872517,7,0.032,0.117,0.851,-0.9986,BBC
9,46:38.1,Judi Dench backs call to overturn blue badge ban,https://www.bbc.co.uk/news/uk-england-york-north-yorkshire-64872475,8,0.153,0.085,0.762,0.9782,BBC
10,46:38.1,Eurovision 2023 tickets sell out after huge demand,https://www.bbc.co.uk/news/entertainment-arts-64784428,9,0.101,0.039,0.86,0.9968,BBC
1,46:46.3,"Pictured: Three victims of horror Cardiff crash including 21-year-old beautician, son of ex-QPR footballer and star of Sky documentary - as two fight for their lives
",https://www.dailymail.co.uk/news/article-11825387/Pictured-Scene-three-young-revellers-died-two-left-fighting-lives.html,0,0.085,0.131,0.784,-0.9985,Daily Mail
2,46:46.3,"Snow sweeps into northern England from Scotland as maps reveal more areas set to be blanketed - and it could be even chillier tonight with temperatures expected to plummet to -15C in some areas amid fears cold snap could last a fortnight
",https://www.dailymail.co.uk/news/article-11827103/Ice-tonight-Britain-braces-brutal-15C-snap-coldest-night-year-far.html,1,0.072,0.079,0.848,0.601,Daily Mail
3,46:46.3,"EXCLUSIVE Revealed: Internet 'pranksters' who invaded Asda store during Covid and attacked woman while wearing Spider-Man, Ali G and Red Riding Hood fancy dress costumes are martial arts amateurs who answered social media ad 'to cause chaos for likes' 
",https://www.dailymail.co.uk/news/article-11827289/Internet-prankster-kicked-Asda-worker-dressed-Spider-Man-black-belt-martial-arts-champion.html,2,0.08,0.175,0.745,-0.9991,Daily Mail
4,46:46.3,"'Our search party found the girls before the police... that speaks volumes': Questions grow over why it took cops almost 48 hours to find five young revellers involved in Cardiff car crash which left three dead
",https://www.dailymail.co.uk/news/article-11828185/Questions-grow-took-officers-48-hours-five-young-revellers-involved-crash.html,3,0.089,0.115,0.796,-0.9965,Daily Mail
5,46:46.3,"End of the hated 8am scramble for a GP appointment: Patients must now get a slot or be referred elsewhere the FIRST time they call 
",https://www.dailymail.co.uk/health/article-11827209/Patients-GP-slot-referred-time-call.html,4,0.111,0.049,0.84,0.9908,Daily Mail
6,46:46.3,"'He is the rudest man I've ever had to interview - I didn't smack him though': Richard Madeley slams Chris Rock's behaviour as Susanna Reid calls him a 'thoroughly unpleasant piece of work' 
",https://www.dailymail.co.uk/tvshowbiz/article-11826133/Richard-Madeley-slams-Chris-Rocks-behaviour.html,5,0.145,0.082,0.773,0.9956,Daily Mail
7,46:46.3,"UK snow forecast - will it fall in your area? Met Office extends yellow warning for South West as maps reveal areas set to be blanketed by wintry showers from today as Arctic blast hits UK with warnings of blizzards, -15C temperatures and travel chaos 
",https://www.dailymail.co.uk/news/article-11829255/Britain-wakes-snow-today-country-blasted-heavy-overnight-showers.html,6,0.062,0.102,0.837,-0.9962,Daily Mail
8,46:46.3,"EXCLUSIVE: 'Police took two days to find my daughter as she lay trapped beside her dead friends': Officers face probe over why it took 48 hours to find five revellers in car crash - after telling mother her daughter was 'probably out partying'
",https://www.dailymail.co.uk/news/article-11826329/Police-took-days-daughter-lay-dead-friends-says-mother-Wales-crash-victim.html,7,0.087,0.132,0.781,-0.9988,Daily Mail
9,46:46.3,"'You can call me Suzy': Eddie Izzard introduces new feminine name she has wanted to use since the age of 10 - but says people can choose which one they want to address her by
",https://www.dailymail.co.uk/tvshowbiz/article-11829979/Eddie-Izzard-introduces-new-feminine-name.html,8,0.121,0.018,0.861,0.9901,Daily Mail
10,46:46.3,"James Nesbitt, 58, 'is helping to raise his girlfriend Katy Gleadhill's new baby after the actress, 40, conceived while they were on a break'
",https://www.dailymail.co.uk/tvshowbiz/article-11828273/James-Nesbitt-58-helping-raise-girlfriend-Katy-Gleadhills-new-baby.html,9,0.059,0.04,0.901,0.9326,Daily Mail
1,47:02.1,Human rights campaigners call Suella Braverman’s plan to stop illegal arrivals in UK a ‘shocking new low’ – politics live,https://www.theguardian.com/politics/live/2023/mar/07/small-boat-crossings-immigration-rishi-sunak-suella-braverman-mps-details-uk-politics-latest,0,0.095,0.097,0.808,-0.8434,Guardian
2,47:02.1,How is brand Harry and Meghan faring in the US? News just in: not good,https://www.theguardian.com/commentisfree/2023/mar/07/how-is-brand-harry-and-meghan-faring-in-the-us-news-just-in-not-good,1,0.133,0.084,0.783,0.9904,Guardian
3,47:02.1,"Olivia Pratt-Korbel said ‘Mum, I’m scared’ before killer shot her, court told",https://www.theguardian.com/uk-news/2023/mar/07/olivia-pratt-korbel-scared-killer-shot-her-court,2,0.045,0.101,0.855,-0.9974,Guardian
4,47:02.1,Snow blankets parts of UK as Britons brace for coldest night of 2023,https://www.theguardian.com/uk-news/2023/mar/07/uk-weather-coldest-night-snow-ice-warnings-forecast,3,0.021,0.075,0.904,-0.9839,Guardian
5,47:02.1,Where are my foul excretions? What happened when I boiled my wooden spoons,https://www.theguardian.com/society/2023/mar/07/where-are-my-foul-excretions-what-happened-when-i-boiled-my-wooden-spoons,4,0.033,0.053,0.914,-0.8798,Guardian
6,47:02.1,David Squires on … Liverpool 7-0 Manchester United,https://www.theguardian.com/football/ng-interactive/2023/mar/07/david-squires-on-liverpool-7-0-manchester-united,5,0,0,0,0,Guardian
7,47:02.1,I’m a virgin and too scared to have sex. How can I get over my fear?,https://www.theguardian.com/lifeandstyle/2023/mar/07/virgin-too-scared-have-sex-how-can-i-get-over-fear,6,0.149,0.088,0.764,0.9821,Guardian
8,47:02.1,Zelenskiy vows to ‘find the murderers’ of PoW allegedly shot dead by Russians,https://www.theguardian.com/world/2023/mar/07/ukraine-names-pow-allegedly-filmed-shot-dead-russian-soldiers,7,0.063,0.184,0.753,-0.9991,Guardian
9,47:02.1,"Woman, 91, loses account and pension after Barclays declares her dead",https://www.theguardian.com/money/2023/mar/07/barclays-dead-pension-bank-account-phone-energy,8,0.062,0.074,0.863,-0.4019,Guardian
10,47:02.1,Braverman claims 100m people could qualify for asylum without law change,https://www.theguardian.com/uk-news/2023/mar/07/suella-braverman-asylum-migration-bill-law-change-small-boats,9,0.093,0.06,0.847,0.9095,Guardian
1,26:12.8,BBC to speak to Gary Lineker about asylum tweet,https://www.bbc.co.uk/news/uk-64883655,0,0.053,0.055,0.892,-0.2934,BBC
2,26:12.8,Snow blankets parts of UK as temperatures fall,https://www.bbc.co.uk/news/uk-64875441,1,0.043,0.086,0.871,-0.9656,BBC
3,26:12.8,Republicans slam Fox News over Capitol riot video,https://www.bbc.co.uk/news/world-us-canada-64883668,2,0.08,0.195,0.725,-0.9991,BBC
4,26:12.8,Sunak 'lays down law' and Lineker's 'Nazi jibe',https://www.bbc.co.uk/news/blogs-the-papers-64883637,3,0.073,0.1,0.826,-0.9551,BBC
5,26:12.8,Musk apologises to Twitter worker over online row,https://www.bbc.co.uk/news/technology-64884287,4,0.061,0.055,0.884,0.4968,BBC
6,26:12.8,Bindi Irwin reveals endometriosis struggle,https://www.bbc.co.uk/news/world-australia-64884116,5,0.067,0.103,0.83,-0.7608,BBC
7,26:12.8,Dog attacks increase by a third in five years,https://www.bbc.co.uk/news/uk-64798162,6,0.046,0.123,0.83,-0.9982,BBC
8,26:12.8,Weight loss drug semaglutide approved for NHS use,https://www.bbc.co.uk/news/health-64874243,7,0.111,0.07,0.819,0.9932,BBC
9,26:12.8,"UK asylum plan very concerning, says UN official",https://www.bbc.co.uk/news/uk-politics-64884435,8,0.085,0.073,0.842,0.5203,BBC
10,26:12.8,Invasive plants outnumber British flora - report,https://www.bbc.co.uk/news/science-environment-64842402,9,0.075,0.015,0.91,0.9868,BBC
1,26:18.9,"'I had a stress headache!': Horror fans are left 'throwing up and suffering panic attacks' after watching Fall 
",https://www.dailymail.co.uk/tvshowbiz/article-11830927/Horror-fans-left-throwing-suffering-panic-attacks-watching-Fall.html,0,0.083,0.173,0.744,-0.9938,Daily Mail
2,26:18.9,"Man found his best friend dead in Cardiff car crash when he spotted tyre tracks off busy main road after just 15 minutes of searching - and slams police who missed wreckage with five victims inside for 48 hours 
",https://www.dailymail.co.uk/news/article-11831023/Man-best-friend-dead-Cardiff-car-crash-slams-police-missed-wreckage.html,1,0.081,0.101,0.818,-0.9912,Daily Mail
3,26:18.9,"James Nesbitt, 58, 'is helping to raise his girlfriend Katy Gleadhill's new baby after the actress, 40, conceived while they were on a break'
",https://www.dailymail.co.uk/tvshowbiz/article-11828273/James-Nesbitt-58-helping-raise-girlfriend-Katy-Gleadhills-new-baby.html,2,0.059,0.04,0.901,0.9326,Daily Mail
4,26:18.9,"UK snow forecast - will it fall in your area? Met Office extends yellow warning for South West as maps reveal areas set to be blanketed by wintry showers from today as Arctic blast hits UK with warnings of blizzards, -15C temperatures and travel chaos 
",https://www.dailymail.co.uk/news/article-11829255/Britain-wakes-snow-today-country-blasted-heavy-overnight-showers.html,3,0.062,0.102,0.837,-0.9962,Daily Mail
5,26:18.9,"EXCLUSIVE Revealed: Internet 'pranksters' who invaded Asda store during Covid and attacked woman while wearing Spider-Man, Ali G and Red Riding Hood fancy dress costumes are martial arts amateurs who answered social media ad 'to cause chaos for likes' 
",https://www.dailymail.co.uk/news/article-11827289/Internet-prankster-kicked-Asda-worker-dressed-Spider-Man-black-belt-martial-arts-champion.html,4,0.08,0.175,0.745,-0.9991,Daily Mail
6,26:18.9,"The REAL reason Una Healy ended her unconventional three-way romance with David Haye and girlfriend Sian Osborne - after couple jetted to Costa Rica without her
",https://www.dailymail.co.uk/tvshowbiz/article-11830495/The-REAL-reason-Una-Healy-ended-unconventional-three-way-romance.html,5,0.102,0.032,0.866,0.9931,Daily Mail
7,26:18.9,"'You can call me Suzy': Eddie Izzard introduces new feminine name she has wanted to use since the age of 10 - but says people can choose which one they want to address her by
",https://www.dailymail.co.uk/tvshowbiz/article-11829979/Eddie-Izzard-introduces-new-feminine-name.html,6,0.088,0.051,0.861,0.9507,Daily Mail
8,26:18.9,"Sephora confirms the opening date of its new London store as the retailer returns to the UK following an 18-year hiatus
",https://www.dailymail.co.uk/femail/article-11830545/Sephora-confirms-opening-date-new-London-store-returns-UK-18-year-hiatus.html,7,0.141,0.006,0.853,0.9958,Daily Mail
9,26:18.9,"'Our search party found the girls before the police... that speaks volumes': Questions grow over why it took cops almost 48 hours to find five young revellers involved in Cardiff car crash which left three dead
",https://www.dailymail.co.uk/news/article-11828185/Questions-grow-took-officers-48-hours-five-young-revellers-involved-crash.html,8,0.089,0.115,0.796,-0.9965,Daily Mail
10,26:18.9,"Mother, 82, who signed over her three-bed flat in £1.4m converted house to her daughter, 52, for 'inheritance tax reasons' nearly 20 years ago is fighting bitter court battle against being kicked out after 'shouting at her granddaughter' 
",https://www.dailymail.co.uk/news/article-11829675/Mother-82-locked-bitter-court-fight-daughter-52-wants-kick-pensioner-out.html,9,0.029,0.096,0.876,-0.9891,Daily Mail
1,26:33.4,Elon Musk backpedals after mocking disabled Twitter worker in tweet ‘storm’,https://www.theguardian.com/technology/2023/mar/07/elon-musk-twitter-employee-feud-haraldur-thorleifsson,0,0.051,0.039,0.91,0.7771,Guardian
2,26:33.4,"UK Arctic blast to bring more sleet, snow, hail and disruption",https://www.theguardian.com/uk-news/2023/mar/08/uk-arctic-blast-to-bring-more-sleet-snow-hail-and-disruption,1,0.038,0.067,0.895,-0.9559,Guardian
3,26:33.4,SNP leadership candidates trade personal blows in televised debate,https://www.theguardian.com/politics/2023/mar/07/snp-leadership-candidates-trade-personal-blows-in-televised-debate,2,0.105,0.083,0.812,0.9563,Guardian
4,26:33.4,TV tonight: Kathy Burke’s wonderfully uplifting documentary about getting older,https://www.theguardian.com/tv-and-radio/2023/mar/08/tv-tonight-kathy-burkes-wonderfully-uplifting-documentary-about-getting-older,3,0.082,0.091,0.827,-0.4374,Guardian
5,26:33.4,‘A revenge plan’: refugees and Dover residents react to illegal migration bill,https://www.theguardian.com/uk-news/2023/mar/07/a-revenge-plan-refugees-and-dover-residents-react-to-migration-bill,4,0.078,0.048,0.874,0.9766,Guardian
6,26:33.4,Rishi Sunak ‘extinguishing the right to seek refugee protection in UK’,https://www.theguardian.com/uk-news/2023/mar/07/suella-braverman-asylum-migration-bill-law-change-small-boats,5,0.083,0.102,0.815,-0.9852,Guardian
7,26:33.4,"Russia-Ukraine war live: Kremlin calls Nord Stream reports a distraction; EU will never accept Russian threats, says Von Der Leyen",https://www.theguardian.com/world/live/2023/mar/08/russia-ukraine-war-live-kremlin-calls-nord-stream-reports-a-distraction-eu-will-never-accept-russian-threats-says-von-der-leyen,6,0.063,0.12,0.816,-0.9995,Guardian
8,26:33.4,How is brand Harry and Meghan faring in the US? News just in: not good,https://www.theguardian.com/commentisfree/2023/mar/07/how-is-brand-harry-and-meghan-faring-in-the-us-news-just-in-not-good,7,0.133,0.084,0.783,0.9904,Guardian
9,26:33.4,"Martin Lewis backs ‘social tariff’ that could cut energy bills by up to £1,500",https://www.theguardian.com/money/2023/mar/08/energy-bills-social-tariff-martin-lewis,8,0.109,0.072,0.819,0.9318,Guardian
10,26:33.4,The Tories are doing the same thing yet again and nobody expects results,https://www.theguardian.com/politics/2023/mar/07/the-tories-are-doing-the-same-thing-yet-again-and-nobody-expects-results,9,0.055,0.104,0.841,-0.9949,Guardian
